TAGNAME,TAGVALUE,DATATYPE,TS
ns=2;s=Temperature,20.14,Float,2026-01-01T10:02:18Z
ns=2;s=Pressure,101.3,Float,2026-01-01T10:02:18Z
ns=2;s=Flow,13.82,Float,2026-01-01T10:02:18Z
ns=2;s=Temperature,20.14,Float,2026-01-01T10:02:19Z
ns=2;s=Pressure,101.34,Float,2026-01-01T10:02:19Z
ns=2;s=Flow,13.84,Float,2026-01-01T10:02:19Z
ns=2;s=Temperature,20.14,Float,2026-01-01T10:02:20Z
ns=2;s=Pressure,101.37,Float,2026-01-01T10:02:20Z
ns=2;s=Flow,13.87,Float,2026-01-01T10:02:20Z
ns=2;s=Temperature,20.14,Float,2026-01-01T10:02:21Z
ns=2;s=Pressure,101.41,Float,2026-01-01T10:02:21Z
ns=2;s=Flow,13.9,Float,2026-01-01T10:02:21Z
ns=2;s=Temperature,20.14,Float,2026-01-01T10:02:22Z
ns=2;s=Pressure,101.44,Float,2026-01-01T10:02:22Z
ns=2;s=Flow,13.93,Float,2026-01-01T10:02:22Z
ns=2;s=Temperature,20.14,Float,2026-01-01T10:02:23Z
ns=2;s=Pressure,101.47,Float,2026-01-01T10:02:23Z
ns=2;s=Flow,13.97,Float,2026-01-01T10:02:23Z
ns=2;s=Temperature,20.15,Float,2026-01-01T10:02:24Z
ns=2;s=Pressure,101.5,Float,2026-01-01T10:02:24Z
ns=2;s=Flow,14.01,Float,2026-01-01T10:02:24Z
ns=2;s=Temperature,20.15,Float,2026-01-01T10:02:25Z
ns=2;s=Pressure,101.53,Float,2026-01-01T10:02:25Z
ns=2;s=Flow,14.05,Float,2026-01-01T10:02:25Z
ns=2;s=Temperature,20.16,Float,2026-01-01T10:02:26Z
ns=2;s=Pressure,101.56,Float,2026-01-01T10:02:26Z
ns=2;s=Flow,14.09,Float,2026-01-01T10:02:26Z
ns=2;s=Temperature,20.16,Float,2026-01-01T10:02:27Z
ns=2;s=Pressure,101.58,Float,2026-01-01T10:02:27Z
ns=2;s=Flow,14.14,Float,2026-01-01T10:02:27Z
ns=2;s=Temperature,20.17,Float,2026-01-01T10:02:28Z
ns=2;s=Pressure,101.6,Float,2026-01-01T10:02:28Z
ns=2;s=Flow,14.19,Float,2026-01-01T10:02:28Z
ns=2;s=Temperature,20.18,Float,2026-01-01T10:02:29Z
ns=2;s=Pressure,101.62,Float,2026-01-01T10:02:29Z
ns=2;s=Flow,14.25,Float,2026-01-01T10:02:29Z
ns=2;s=Temperature,20.19,Float,2026-01-01T10:02:30Z
ns=2;s=Pressure,101.64,Float,2026-01-01T10:02:30Z
ns=2;s=Flow,14.3,Float,2026-01-01T10:02:30Z
ns=2;s=Temperature,20.2,Float,2026-01-01T10:02:31Z
ns=2;s=Pressure,101.66,Float,2026-01-01T10:02:31Z
ns=2;s=Flow,14.36,Float,2026-01-01T10:02:31Z
ns=2;s=Temperature,20.21,Float,2026-01-01T10:02:32Z
ns=2;s=Pressure,101.67,Float,2026-01-01T10:02:32Z
ns=2;s=Flow,14.42,Float,2026-01-01T10:02:32Z
ns=2;s=Temperature,20.23,Float,2026-01-01T10:02:33Z
ns=2;s=Pressure,101.68,Float,2026-01-01T10:02:33Z
ns=2;s=Flow,14.48,Float,2026-01-01T10:02:33Z
ns=2;s=Temperature,20.24,Float,2026-01-01T10:02:34Z
ns=2;s=Pressure,101.69,Float,2026-01-01T10:02:34Z
ns=2;s=Flow,14.54,Float,2026-01-01T10:02:34Z
ns=2;s=Temperature,20.26,Float,2026-01-01T10:02:35Z
ns=2;s=Pressure,101.69,Float,2026-01-01T10:02:35Z
ns=2;s=Flow,14.61,Float,2026-01-01T10:02:35Z
ns=2;s=Temperature,20.27,Float,2026-01-01T10:02:36Z
ns=2;s=Pressure,101.7,Float,2026-01-01T10:02:36Z
ns=2;s=Flow,14.68,Float,2026-01-01T10:02:36Z
ns=2;s=Temperature,20.29,Float,2026-01-01T10:02:37Z
ns=2;s=Pressure,101.7,Float,2026-01-01T10:02:37Z
ns=2;s=Flow,14.74,Float,2026-01-01T10:02:37Z
ns=2;s=Temperature,20.31,Float,2026-01-01T10:02:38Z
ns=2;s=Pressure,101.7,Float,2026-01-01T10:02:38Z
ns=2;s=Flow,14.81,Float,2026-01-01T10:02:38Z
ns=2;s=Temperature,20.33,Float,2026-01-01T10:02:39Z
ns=2;s=Pressure,101.7,Float,2026-01-01T10:02:39Z
ns=2;s=Flow,14.88,Float,2026-01-01T10:02:39Z
ns=2;s=Temperature,20.35,Float,2026-01-01T10:02:40Z
ns=2;s=Pressure,101.69,Float,2026-01-01T10:02:40Z
ns=2;s=Flow,14.96,Float,2026-01-01T10:02:40Z
ns=2;s=Temperature,20.37,Float,2026-01-01T10:02:41Z
ns=2;s=Pressure,101.68,Float,2026-01-01T10:02:41Z
ns=2;s=Flow,15.03,Float,2026-01-01T10:02:41Z
ns=2;s=Temperature,20.39,Float,2026-01-01T10:02:42Z
ns=2;s=Pressure,101.67,Float,2026-01-01T10:02:42Z
ns=2;s=Flow,15.1,Float,2026-01-01T10:02:42Z
ns=2;s=Temperature,20.41,Float,2026-01-01T10:02:43Z
ns=2;s=Pressure,101.66,Float,2026-01-01T10:02:43Z
ns=2;s=Flow,15.17,Float,2026-01-01T10:02:43Z
ns=2;s=Temperature,20.44,Float,2026-01-01T10:02:44Z
ns=2;s=Pressure,101.64,Float,2026-01-01T10:02:44Z
ns=2;s=Flow,15.24,Float,2026-01-01T10:02:44Z
ns=2;s=Temperature,20.46,Float,2026-01-01T10:02:45Z
ns=2;s=Pressure,101.63,Float,2026-01-01T10:02:45Z
ns=2;s=Flow,15.31,Float,2026-01-01T10:02:45Z
ns=2;s=Temperature,20.48,Float,2026-01-01T10:02:46Z
ns=2;s=Pressure,101.61,Float,2026-01-01T10:02:46Z
ns=2;s=Flow,15.38,Float,2026-01-01T10:02:46Z
ns=2;s=Temperature,20.51,Float,2026-01-01T10:02:47Z
ns=2;s=Pressure,101.59,Float,2026-01-01T10:02:47Z
ns=2;s=Flow,15.46,Float,2026-01-01T10:02:47Z
ns=2;s=Temperature,20.54,Float,2026-01-01T10:02:48Z
ns=2;s=Pressure,101.56,Float,2026-01-01T10:02:48Z
ns=2;s=Flow,15.52,Float,2026-01-01T10:02:48Z
ns=2;s=Temperature,20.56,Float,2026-01-01T10:02:49Z
ns=2;s=Pressure,101.54,Float,2026-01-01T10:02:49Z
ns=2;s=Flow,15.59,Float,2026-01-01T10:02:49Z
ns=2;s=Temperature,20.59,Float,2026-01-01T10:02:50Z
ns=2;s=Pressure,101.51,Float,2026-01-01T10:02:50Z
ns=2;s=Flow,15.66,Float,2026-01-01T10:02:50Z
ns=2;s=Temperature,20.62,Float,2026-01-01T10:02:51Z
ns=2;s=Pressure,101.48,Float,2026-01-01T10:02:51Z
ns=2;s=Flow,15.73,Float,2026-01-01T10:02:51Z
ns=2;s=Temperature,20.65,Float,2026-01-01T10:02:52Z
ns=2;s=Pressure,101.45,Float,2026-01-01T10:02:52Z
ns=2;s=Flow,15.79,Float,2026-01-01T10:02:52Z
ns=2;s=Temperature,20.68,Float,2026-01-01T10:02:53Z
ns=2;s=Pressure,101.41,Float,2026-01-01T10:02:53Z
ns=2;s=Flow,15.85,Float,2026-01-01T10:02:53Z
ns=2;s=Temperature,20.71,Float,2026-01-01T10:02:54Z
ns=2;s=Pressure,101.38,Float,2026-01-01T10:02:54Z
ns=2;s=Flow,15.91,Float,2026-01-01T10:02:54Z
ns=2;s=Temperature,20.74,Float,2026-01-01T10:02:55Z
ns=2;s=Pressure,101.34,Float,2026-01-01T10:02:55Z
ns=2;s=Flow,15.97,Float,2026-01-01T10:02:55Z
ns=2;s=Temperature,20.77,Float,2026-01-01T10:02:56Z
ns=2;s=Pressure,101.31,Float,2026-01-01T10:02:56Z
ns=2;s=Flow,16.02,Float,2026-01-01T10:02:56Z
ns=2;s=Temperature,20.8,Float,2026-01-01T10:02:57Z
ns=2;s=Pressure,101.27,Float,2026-01-01T10:02:57Z
ns=2;s=Flow,16.08,Float,2026-01-01T10:02:57Z
ns=2;s=Temperature,20.84,Float,2026-01-01T10:02:58Z
ns=2;s=Pressure,101.23,Float,2026-01-01T10:02:58Z
ns=2;s=Flow,16.13,Float,2026-01-01T10:02:58Z
ns=2;s=Temperature,20.87,Float,2026-01-01T10:02:59Z
ns=2;s=Pressure,101.19,Float,2026-01-01T10:02:59Z
ns=2;s=Flow,16.17,Float,2026-01-01T10:02:59Z
ns=2;s=Temperature,20.9,Float,2026-01-01T10:03:00Z
ns=2;s=Pressure,101.14,Float,2026-01-01T10:03:00Z
ns=2;s=Flow,16.22,Float,2026-01-01T10:03:00Z
ns=2;s=Temperature,20.93,Float,2026-01-01T10:03:01Z
ns=2;s=Pressure,101.1,Float,2026-01-01T10:03:01Z
ns=2;s=Flow,16.26,Float,2026-01-01T10:03:01Z
ns=2;s=Temperature,20.97,Float,2026-01-01T10:03:02Z
ns=2;s=Pressure,101.06,Float,2026-01-01T10:03:02Z
ns=2;s=Flow,16.29,Float,2026-01-01T10:03:02Z
ns=2;s=Temperature,21.0,Float,2026-01-01T10:03:03Z
ns=2;s=Pressure,101.01,Float,2026-01-01T10:03:03Z
ns=2;s=Flow,16.33,Float,2026-01-01T10:03:03Z
ns=2;s=Temperature,21.03,Float,2026-01-01T10:03:04Z
ns=2;s=Pressure,100.97,Float,2026-01-01T10:03:04Z
ns=2;s=Flow,16.36,Float,2026-01-01T10:03:04Z
ns=2;s=Temperature,21.07,Float,2026-01-01T10:03:05Z
ns=2;s=Pressure,100.92,Float,2026-01-01T10:03:05Z
ns=2;s=Flow,16.39,Float,2026-01-01T10:03:05Z
ns=2;s=Temperature,21.1,Float,2026-01-01T10:03:06Z
ns=2;s=Pressure,100.87,Float,2026-01-01T10:03:06Z
ns=2;s=Flow,16.41,Float,2026-01-01T10:03:06Z
ns=2;s=Temperature,21.14,Float,2026-01-01T10:03:07Z
ns=2;s=Pressure,100.83,Float,2026-01-01T10:03:07Z
ns=2;s=Flow,16.43,Float,2026-01-01T10:03:07Z
ns=2;s=Temperature,21.17,Float,2026-01-01T10:03:08Z
ns=2;s=Pressure,100.78,Float,2026-01-01T10:03:08Z
ns=2;s=Flow,16.44,Float,2026-01-01T10:03:08Z
ns=2;s=Temperature,21.21,Float,2026-01-01T10:03:09Z
ns=2;s=Pressure,100.73,Float,2026-01-01T10:03:09Z
ns=2;s=Flow,16.46,Float,2026-01-01T10:03:09Z
ns=2;s=Temperature,21.24,Float,2026-01-01T10:03:10Z
ns=2;s=Pressure,100.69,Float,2026-01-01T10:03:10Z
ns=2;s=Flow,16.47,Float,2026-01-01T10:03:10Z
ns=2;s=Temperature,21.27,Float,2026-01-01T10:03:11Z
ns=2;s=Pressure,100.64,Float,2026-01-01T10:03:11Z
ns=2;s=Flow,16.47,Float,2026-01-01T10:03:11Z
ns=2;s=Temperature,21.31,Float,2026-01-01T10:03:12Z
ns=2;s=Pressure,100.6,Float,2026-01-01T10:03:12Z
ns=2;s=Flow,16.47,Float,2026-01-01T10:03:12Z
ns=2;s=Temperature,21.34,Float,2026-01-01T10:03:13Z
ns=2;s=Pressure,100.55,Float,2026-01-01T10:03:13Z
ns=2;s=Flow,16.47,Float,2026-01-01T10:03:13Z
ns=2;s=Temperature,21.38,Float,2026-01-01T10:03:14Z
ns=2;s=Pressure,100.51,Float,2026-01-01T10:03:14Z
ns=2;s=Flow,16.46,Float,2026-01-01T10:03:14Z
ns=2;s=Temperature,21.41,Float,2026-01-01T10:03:15Z
ns=2;s=Pressure,100.46,Float,2026-01-01T10:03:15Z
ns=2;s=Flow,16.45,Float,2026-01-01T10:03:15Z
ns=2;s=Temperature,21.44,Float,2026-01-01T10:03:16Z
ns=2;s=Pressure,100.42,Float,2026-01-01T10:03:16Z
ns=2;s=Flow,16.44,Float,2026-01-01T10:03:16Z
ns=2;s=Temperature,21.48,Float,2026-01-01T10:03:17Z
ns=2;s=Pressure,100.38,Float,2026-01-01T10:03:17Z
ns=2;s=Flow,16.42,Float,2026-01-01T10:03:17Z
ns=2;s=Temperature,21.51,Float,2026-01-01T10:03:18Z
ns=2;s=Pressure,100.34,Float,2026-01-01T10:03:18Z
ns=2;s=Flow,16.4,Float,2026-01-01T10:03:18Z
ns=2;s=Temperature,21.54,Float,2026-01-01T10:03:19Z
ns=2;s=Pressure,100.3,Float,2026-01-01T10:03:19Z
ns=2;s=Flow,16.38,Float,2026-01-01T10:03:19Z
ns=2;s=Temperature,21.57,Float,2026-01-01T10:03:20Z
ns=2;s=Pressure,100.26,Float,2026-01-01T10:03:20Z
ns=2;s=Flow,16.35,Float,2026-01-01T10:03:20Z
ns=2;s=Temperature,21.61,Float,2026-01-01T10:03:21Z
ns=2;s=Pressure,100.22,Float,2026-01-01T10:03:21Z
ns=2;s=Flow,16.32,Float,2026-01-01T10:03:21Z
ns=2;s=Temperature,21.64,Float,2026-01-01T10:03:22Z
ns=2;s=Pressure,100.19,Float,2026-01-01T10:03:22Z
ns=2;s=Flow,16.29,Float,2026-01-01T10:03:22Z
ns=2;s=Temperature,21.67,Float,2026-01-01T10:03:23Z
ns=2;s=Pressure,100.15,Float,2026-01-01T10:03:23Z
ns=2;s=Flow,16.25,Float,2026-01-01T10:03:23Z
ns=2;s=Temperature,21.7,Float,2026-01-01T10:03:24Z
ns=2;s=Pressure,100.12,Float,2026-01-01T10:03:24Z
ns=2;s=Flow,16.21,Float,2026-01-01T10:03:24Z
ns=2;s=Temperature,21.73,Float,2026-01-01T10:03:25Z
ns=2;s=Pressure,100.09,Float,2026-01-01T10:03:25Z
ns=2;s=Flow,16.17,Float,2026-01-01T10:03:25Z
ns=2;s=Temperature,21.76,Float,2026-01-01T10:03:26Z
ns=2;s=Pressure,100.06,Float,2026-01-01T10:03:26Z
ns=2;s=Flow,16.12,Float,2026-01-01T10:03:26Z
ns=2;s=Temperature,21.79,Float,2026-01-01T10:03:27Z
ns=2;s=Pressure,100.04,Float,2026-01-01T10:03:27Z
ns=2;s=Flow,16.08,Float,2026-01-01T10:03:27Z
ns=2;s=Temperature,21.81,Float,2026-01-01T10:03:28Z
ns=2;s=Pressure,100.01,Float,2026-01-01T10:03:28Z
ns=2;s=Flow,16.03,Float,2026-01-01T10:03:28Z
ns=2;s=Temperature,21.84,Float,2026-01-01T10:03:29Z
ns=2;s=Pressure,99.99,Float,2026-01-01T10:03:29Z
ns=2;s=Flow,15.98,Float,2026-01-01T10:03:29Z
ns=2;s=Temperature,21.87,Float,2026-01-01T10:03:30Z
ns=2;s=Pressure,99.97,Float,2026-01-01T10:03:30Z
ns=2;s=Flow,15.92,Float,2026-01-01T10:03:30Z
ns=2;s=Temperature,21.89,Float,2026-01-01T10:03:31Z
ns=2;s=Pressure,99.96,Float,2026-01-01T10:03:31Z
ns=2;s=Flow,15.87,Float,2026-01-01T10:03:31Z
ns=2;s=Temperature,21.92,Float,2026-01-01T10:03:32Z
ns=2;s=Pressure,99.94,Float,2026-01-01T10:03:32Z
ns=2;s=Flow,15.81,Float,2026-01-01T10:03:32Z
ns=2;s=Temperature,21.94,Float,2026-01-01T10:03:33Z
ns=2;s=Pressure,99.93,Float,2026-01-01T10:03:33Z
ns=2;s=Flow,15.75,Float,2026-01-01T10:03:33Z
ns=2;s=Temperature,21.97,Float,2026-01-01T10:03:34Z
ns=2;s=Pressure,99.92,Float,2026-01-01T10:03:34Z
ns=2;s=Flow,15.7,Float,2026-01-01T10:03:34Z
ns=2;s=Temperature,21.99,Float,2026-01-01T10:03:35Z
ns=2;s=Pressure,99.91,Float,2026-01-01T10:03:35Z
ns=2;s=Flow,15.64,Float,2026-01-01T10:03:35Z
ns=2;s=Temperature,22.01,Float,2026-01-01T10:03:36Z
ns=2;s=Pressure,99.9,Float,2026-01-01T10:03:36Z
ns=2;s=Flow,15.58,Float,2026-01-01T10:03:36Z
ns=2;s=Temperature,22.03,Float,2026-01-01T10:03:37Z
ns=2;s=Pressure,99.9,Float,2026-01-01T10:03:37Z
ns=2;s=Flow,15.52,Float,2026-01-01T10:03:37Z
ns=2;s=Temperature,22.05,Float,2026-01-01T10:03:38Z
ns=2;s=Pressure,99.9,Float,2026-01-01T10:03:38Z
ns=2;s=Flow,15.45,Float,2026-01-01T10:03:38Z
ns=2;s=Temperature,22.07,Float,2026-01-01T10:03:39Z
ns=2;s=Pressure,99.9,Float,2026-01-01T10:03:39Z
ns=2;s=Flow,15.39,Float,2026-01-01T10:03:39Z
ns=2;s=Temperature,22.09,Float,2026-01-01T10:03:40Z
ns=2;s=Pressure,99.91,Float,2026-01-01T10:03:40Z
ns=2;s=Flow,15.33,Float,2026-01-01T10:03:40Z
ns=2;s=Temperature,22.1,Float,2026-01-01T10:03:41Z
ns=2;s=Pressure,99.92,Float,2026-01-01T10:03:41Z
ns=2;s=Flow,15.27,Float,2026-01-01T10:03:41Z
ns=2;s=Temperature,22.12,Float,2026-01-01T10:03:42Z
ns=2;s=Pressure,99.92,Float,2026-01-01T10:03:42Z
ns=2;s=Flow,15.21,Float,2026-01-01T10:03:42Z
ns=2;s=Temperature,22.14,Float,2026-01-01T10:03:43Z
ns=2;s=Pressure,99.94,Float,2026-01-01T10:03:43Z
ns=2;s=Flow,15.15,Float,2026-01-01T10:03:43Z
ns=2;s=Temperature,22.15,Float,2026-01-01T10:03:44Z
ns=2;s=Pressure,99.95,Float,2026-01-01T10:03:44Z
ns=2;s=Flow,15.09,Float,2026-01-01T10:03:44Z
ns=2;s=Temperature,22.16,Float,2026-01-01T10:03:45Z
ns=2;s=Pressure,99.97,Float,2026-01-01T10:03:45Z
ns=2;s=Flow,15.03,Float,2026-01-01T10:03:45Z
ns=2;s=Temperature,22.18,Float,2026-01-01T10:03:46Z
ns=2;s=Pressure,99.99,Float,2026-01-01T10:03:46Z
ns=2;s=Flow,14.97,Float,2026-01-01T10:03:46Z
ns=2;s=Temperature,22.19,Float,2026-01-01T10:03:47Z
ns=2;s=Pressure,100.01,Float,2026-01-01T10:03:47Z
ns=2;s=Flow,14.92,Float,2026-01-01T10:03:47Z
ns=2;s=Temperature,22.2,Float,2026-01-01T10:03:48Z
ns=2;s=Pressure,100.04,Float,2026-01-01T10:03:48Z
ns=2;s=Flow,14.86,Float,2026-01-01T10:03:48Z
ns=2;s=Temperature,22.2,Float,2026-01-01T10:03:49Z
ns=2;s=Pressure,100.06,Float,2026-01-01T10:03:49Z
ns=2;s=Flow,14.81,Float,2026-01-01T10:03:49Z
ns=2;s=Temperature,22.21,Float,2026-01-01T10:03:50Z
ns=2;s=Pressure,100.09,Float,2026-01-01T10:03:50Z
ns=2;s=Flow,14.76,Float,2026-01-01T10:03:50Z
ns=2;s=Temperature,22.22,Float,2026-01-01T10:03:51Z
ns=2;s=Pressure,100.12,Float,2026-01-01T10:03:51Z
ns=2;s=Flow,14.71,Float,2026-01-01T10:03:51Z
ns=2;s=Temperature,22.22,Float,2026-01-01T10:03:52Z
ns=2;s=Pressure,100.16,Float,2026-01-01T10:03:52Z
ns=2;s=Flow,14.66,Float,2026-01-01T10:03:52Z
ns=2;s=Temperature,22.23,Float,2026-01-01T10:03:53Z
ns=2;s=Pressure,100.19,Float,2026-01-01T10:03:53Z
ns=2;s=Flow,14.61,Float,2026-01-01T10:03:53Z
ns=2;s=Temperature,22.23,Float,2026-01-01T10:03:54Z
ns=2;s=Pressure,100.23,Float,2026-01-01T10:03:54Z
ns=2;s=Flow,14.57,Float,2026-01-01T10:03:54Z
ns=2;s=Temperature,22.23,Float,2026-01-01T10:03:55Z
ns=2;s=Pressure,100.27,Float,2026-01-01T10:03:55Z
ns=2;s=Flow,14.53,Float,2026-01-01T10:03:55Z
ns=2;s=Temperature,22.24,Float,2026-01-01T10:03:56Z
ns=2;s=Pressure,100.31,Float,2026-01-01T10:03:56Z
ns=2;s=Flow,14.48,Float,2026-01-01T10:03:56Z
ns=2;s=Temperature,22.24,Float,2026-01-01T10:03:57Z
ns=2;s=Pressure,100.35,Float,2026-01-01T10:03:57Z
ns=2;s=Flow,14.45,Float,2026-01-01T10:03:57Z
ns=2;s=Temperature,22.23,Float,2026-01-01T10:03:58Z
ns=2;s=Pressure,100.4,Float,2026-01-01T10:03:58Z
ns=2;s=Flow,14.41,Float,2026-01-01T10:03:58Z
ns=2;s=Temperature,22.23,Float,2026-01-01T10:03:59Z
ns=2;s=Pressure,100.44,Float,2026-01-01T10:03:59Z
ns=2;s=Flow,14.38,Float,2026-01-01T10:03:59Z
ns=2;s=Temperature,22.23,Float,2026-01-01T10:04:00Z
ns=2;s=Pressure,100.49,Float,2026-01-01T10:04:00Z
ns=2;s=Flow,14.35,Float,2026-01-01T10:04:00Z
ns=2;s=Temperature,22.22,Float,2026-01-01T10:04:01Z
ns=2;s=Pressure,100.54,Float,2026-01-01T10:04:01Z
ns=2;s=Flow,14.32,Float,2026-01-01T10:04:01Z
ns=2;s=Temperature,22.22,Float,2026-01-01T10:04:02Z
ns=2;s=Pressure,100.59,Float,2026-01-01T10:04:02Z
ns=2;s=Flow,14.29,Float,2026-01-01T10:04:02Z
ns=2;s=Temperature,22.21,Float,2026-01-01T10:04:03Z
ns=2;s=Pressure,100.64,Float,2026-01-01T10:04:03Z
ns=2;s=Flow,14.27,Float,2026-01-01T10:04:03Z
ns=2;s=Temperature,22.21,Float,2026-01-01T10:04:04Z
ns=2;s=Pressure,100.69,Float,2026-01-01T10:04:04Z
ns=2;s=Flow,14.25,Float,2026-01-01T10:04:04Z
ns=2;s=Temperature,22.2,Float,2026-01-01T10:04:05Z
ns=2;s=Pressure,100.74,Float,2026-01-01T10:04:05Z
ns=2;s=Flow,14.23,Float,2026-01-01T10:04:05Z
ns=2;s=Temperature,22.19,Float,2026-01-01T10:04:06Z
ns=2;s=Pressure,100.8,Float,2026-01-01T10:04:06Z
ns=2;s=Flow,14.21,Float,2026-01-01T10:04:06Z
ns=2;s=Temperature,22.18,Float,2026-01-01T10:04:07Z
ns=2;s=Pressure,100.85,Float,2026-01-01T10:04:07Z
ns=2;s=Flow,14.2,Float,2026-01-01T10:04:07Z
ns=2;s=Temperature,22.16,Float,2026-01-01T10:04:08Z
ns=2;s=Pressure,100.91,Float,2026-01-01T10:04:08Z
ns=2;s=Flow,14.19,Float,2026-01-01T10:04:08Z
ns=2;s=Temperature,22.15,Float,2026-01-01T10:04:09Z
ns=2;s=Pressure,100.96,Float,2026-01-01T10:04:09Z
ns=2;s=Flow,14.18,Float,2026-01-01T10:04:09Z
ns=2;s=Temperature,22.14,Float,2026-01-01T10:04:10Z
ns=2;s=Pressure,101.02,Float,2026-01-01T10:04:10Z
ns=2;s=Flow,14.17,Float,2026-01-01T10:04:10Z
ns=2;s=Temperature,22.12,Float,2026-01-01T10:04:11Z
ns=2;s=Pressure,101.07,Float,2026-01-01T10:04:11Z
ns=2;s=Flow,14.16,Float,2026-01-01T10:04:11Z
ns=2;s=Temperature,22.11,Float,2026-01-01T10:04:12Z
ns=2;s=Pressure,101.13,Float,2026-01-01T10:04:12Z
ns=2;s=Flow,14.16,Float,2026-01-01T10:04:12Z
ns=2;s=Temperature,22.09,Float,2026-01-01T10:04:13Z
ns=2;s=Pressure,101.19,Float,2026-01-01T10:04:13Z
ns=2;s=Flow,14.16,Float,2026-01-01T10:04:13Z
ns=2;s=Temperature,22.07,Float,2026-01-01T10:04:14Z
ns=2;s=Pressure,101.24,Float,2026-01-01T10:04:14Z
ns=2;s=Flow,14.16,Float,2026-01-01T10:04:14Z
ns=2;s=Temperature,22.05,Float,2026-01-01T10:04:15Z
ns=2;s=Pressure,101.3,Float,2026-01-01T10:04:15Z
ns=2;s=Flow,14.16,Float,2026-01-01T10:04:15Z
ns=2;s=Temperature,22.03,Float,2026-01-01T10:04:16Z
ns=2;s=Pressure,101.35,Float,2026-01-01T10:04:16Z
ns=2;s=Flow,14.17,Float,2026-01-01T10:04:16Z
ns=2;s=Temperature,22.01,Float,2026-01-01T10:04:17Z
ns=2;s=Pressure,101.4,Float,2026-01-01T10:04:17Z
ns=2;s=Flow,14.17,Float,2026-01-01T10:04:17Z
ns=2;s=Temperature,21.99,Float,2026-01-01T10:04:18Z
ns=2;s=Pressure,101.46,Float,2026-01-01T10:04:18Z
ns=2;s=Flow,14.18,Float,2026-01-01T10:04:18Z
ns=2;s=Temperature,21.97,Float,2026-01-01T10:04:19Z
ns=2;s=Pressure,101.51,Float,2026-01-01T10:04:19Z
ns=2;s=Flow,14.19,Float,2026-01-01T10:04:19Z
ns=2;s=Temperature,21.95,Float,2026-01-01T10:04:20Z
ns=2;s=Pressure,101.56,Float,2026-01-01T10:04:20Z
ns=2;s=Flow,14.2,Float,2026-01-01T10:04:20Z
ns=2;s=Temperature,21.92,Float,2026-01-01T10:04:21Z
ns=2;s=Pressure,101.61,Float,2026-01-01T10:04:21Z
ns=2;s=Flow,14.21,Float,2026-01-01T10:04:21Z
ns=2;s=Temperature,21.9,Float,2026-01-01T10:04:22Z
ns=2;s=Pressure,101.66,Float,2026-01-01T10:04:22Z
ns=2;s=Flow,14.22,Float,2026-01-01T10:04:22Z
ns=2;s=Temperature,21.87,Float,2026-01-01T10:04:23Z
ns=2;s=Pressure,101.71,Float,2026-01-01T10:04:23Z
ns=2;s=Flow,14.24,Float,2026-01-01T10:04:23Z
ns=2;s=Temperature,21.85,Float,2026-01-01T10:04:24Z
ns=2;s=Pressure,101.75,Float,2026-01-01T10:04:24Z
ns=2;s=Flow,14.25,Float,2026-01-01T10:04:24Z
ns=2;s=Temperature,21.82,Float,2026-01-01T10:04:25Z
ns=2;s=Pressure,101.8,Float,2026-01-01T10:04:25Z
ns=2;s=Flow,14.27,Float,2026-01-01T10:04:25Z
ns=2;s=Temperature,21.8,Float,2026-01-01T10:04:26Z
ns=2;s=Pressure,101.84,Float,2026-01-01T10:04:26Z
ns=2;s=Flow,14.28,Float,2026-01-01T10:04:26Z
ns=2;s=Temperature,21.77,Float,2026-01-01T10:04:27Z
ns=2;s=Pressure,101.88,Float,2026-01-01T10:04:27Z
ns=2;s=Flow,14.3,Float,2026-01-01T10:04:27Z
ns=2;s=Temperature,21.74,Float,2026-01-01T10:04:28Z
ns=2;s=Pressure,101.92,Float,2026-01-01T10:04:28Z
ns=2;s=Flow,14.32,Float,2026-01-01T10:04:28Z
ns=2;s=Temperature,21.71,Float,2026-01-01T10:04:29Z
ns=2;s=Pressure,101.96,Float,2026-01-01T10:04:29Z
ns=2;s=Flow,14.33,Float,2026-01-01T10:04:29Z
ns=2;s=Temperature,21.68,Float,2026-01-01T10:04:30Z
ns=2;s=Pressure,101.99,Float,2026-01-01T10:04:30Z
ns=2;s=Flow,14.35,Float,2026-01-01T10:04:30Z
ns=2;s=Temperature,21.65,Float,2026-01-01T10:04:31Z
ns=2;s=Pressure,102.03,Float,2026-01-01T10:04:31Z
ns=2;s=Flow,14.37,Float,2026-01-01T10:04:31Z
ns=2;s=Temperature,21.62,Float,2026-01-01T10:04:32Z
ns=2;s=Pressure,102.06,Float,2026-01-01T10:04:32Z
ns=2;s=Flow,14.38,Float,2026-01-01T10:04:32Z
ns=2;s=Temperature,21.59,Float,2026-01-01T10:04:33Z
ns=2;s=Pressure,102.09,Float,2026-01-01T10:04:33Z
ns=2;s=Flow,14.4,Float,2026-01-01T10:04:33Z
ns=2;s=Temperature,21.56,Float,2026-01-01T10:04:34Z
ns=2;s=Pressure,102.11,Float,2026-01-01T10:04:34Z
ns=2;s=Flow,14.42,Float,2026-01-01T10:04:34Z
ns=2;s=Temperature,21.53,Float,2026-01-01T10:04:35Z
ns=2;s=Pressure,102.14,Float,2026-01-01T10:04:35Z
ns=2;s=Flow,14.43,Float,2026-01-01T10:04:35Z
ns=2;s=Temperature,21.5,Float,2026-01-01T10:04:36Z
